id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo,real_time,internal_msg
126,HYPCIR,2,2,0,first_order,0.0,0.002,5,0.0,6.799005802804459e-13,8,7,8,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.003117084503173828,Solve_Succeeded
127,HEART6,6,6,0,first_order,0.0,0.061,100,0.0,5.579596576432699e-10,217,14,217,0,0,103,0,0,99,0,0,0,0,0,0,0,0,0,0,,0.06999897956848145,Solve_Succeeded
128,BIGGS6NE,6,13,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015590190887451172,Not_Enough_Degrees_Of_Freedom
129,LANCZOS1,6,24,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0018570423126220703,Not_Enough_Degrees_Of_Freedom
130,S316-322,2,1,0,first_order,334.31457505076196,0.004,7,7.187495043581293e-11,1.1102230246251565e-16,8,9,8,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,,0.0049250125885009766,Solve_Succeeded
131,HIMMELBD,2,2,0,infeasible,0.0,0.013000000000000001,18,3.130541153950617e-5,2.4336632906905677,77,10,81,0,0,22,0,0,18,0,0,0,0,0,0,0,0,0,0,,0.01256108283996582,Infeasible_Problem_Detected
132,FLT,2,2,0,first_order,0.0,0.008,13,0.0,3.880385153159905e-7,14,6,14,0,0,15,0,0,12,0,0,0,0,0,0,0,0,0,0,,0.008348941802978516,Solve_Succeeded
133,FREURONE,2,2,0,infeasible,0.0,0.012,15,1.313155735260807e-6,7.11947341411207,84,10,94,0,0,19,0,0,15,0,0,0,0,0,0,0,0,0,0,,0.011507987976074219,Infeasible_Problem_Detected
134,DANWOOD,2,6,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0016069412231445312,Not_Enough_Degrees_Of_Freedom
135,HYDCAR6,29,29,0,first_order,0.0,0.004,5,0.0,3.918539732694626e-12,9,7,9,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.004160165786743164,Solve_Succeeded
136,VIBRBEAMNE,8,30,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0016481876373291016,Not_Enough_Degrees_Of_Freedom
137,HEART8,8,8,0,first_order,0.0,0.007,11,0.0,6.854960812319177e-7,39,13,43,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,,0.0072290897369384766,Solve_Succeeded
138,VANDANIUMS,22,10,0,unknown,0.0,0.38299999999999995,296,0.005147330488320279,1.5306810943657183,2872,15,2872,0,0,302,0,0,295,0,0,0,0,0,0,0,0,0,0,,0.4149751663208008,Restoration_Failed
139,HELIXNE,3,3,0,first_order,0.0,0.003,7,0.0,1.1146195078026722e-10,12,9,12,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,,0.0038568973541259766,Solve_Succeeded
140,RSNBRNE,2,2,0,first_order,0.0,0.001,1,0.0,1.3322676295501878e-14,3,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0013251304626464844,Solve_Succeeded
141,CLUSTER,2,2,0,first_order,0.0,0.001,8,0.0,7.746163855236644e-8,9,10,9,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,,0.004160165786743164,Solve_Succeeded
142,RAT42,3,9,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015909671783447266,Not_Enough_Degrees_Of_Freedom
143,METHANL8,31,31,0,first_order,0.0,0.002,4,0.0,3.7217978388071065e-11,5,6,5,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,,0.003262042999267578,Solve_Succeeded
144,HS51,5,3,0,first_order,4.930380657631324e-32,0.001,1,6.661338147750939e-16,0.0,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0012340545654296875,Solve_Succeeded
145,QINGNE,100,100,0,first_order,0.0,0.003,5,0.0,2.6008883935446647e-10,9,7,9,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.00385284423828125,Solve_Succeeded
146,HS56,7,4,0,first_order,-3.4560000000000874,0.005,10,1.1339316780217568e-12,6.039613253960852e-14,11,12,11,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,,0.0056989192962646484,Solve_Succeeded
147,BT12,5,3,0,first_order,6.188118811881188,0.001,4,9.098515501140468e-14,3.232969447708456e-13,5,6,5,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,,0.002468109130859375,Solve_Succeeded
148,HATFLDDNE,3,10,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001558065414428711,Not_Enough_Degrees_Of_Freedom
149,HIMMELBA,2,2,0,first_order,0.0,0.001,1,0.0,0.0,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011239051818847656,Solve_Succeeded
150,HS111LNP,10,3,0,first_order,-47.761097056690105,0.008,14,5.498788226108997e-7,2.7235715659504334e-7,15,16,15,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,0,,0.0075778961181640625,Solve_Succeeded
151,HS52,5,3,0,first_order,5.326647564469915,0.001,1,6.217248937900877e-15,4.440892098500626e-16,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011620521545410156,Solve_Succeeded
152,MISRA1B,2,14,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015568733215332031,Not_Enough_Degrees_Of_Freedom
153,SINVALNE,2,2,0,first_order,0.0,0.001,1,0.0,0.0,3,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0012860298156738281,Solve_Succeeded
154,EXP2NE,2,10,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015289783477783203,Not_Enough_Degrees_Of_Freedom
155,HIMMELBFNE,4,7,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015499591827392578,Not_Enough_Degrees_Of_Freedom
156,MGH09,4,11,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015339851379394531,Not_Enough_Degrees_Of_Freedom
157,ERRINRSMNE,50,98,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015430450439453125,Not_Enough_Degrees_Of_Freedom
158,POWERSUMNE,4,4,0,infeasible,0.0,0.033,48,0.00013432626246867585,0.18771045197898983,78,14,78,0,0,52,0,0,48,0,0,0,0,0,0,0,0,0,0,,0.033609867095947266,Infeasible_Problem_Detected
159,HS47,5,3,0,first_order,3.360791075730698e-11,0.007,16,3.1122346367843434e-7,1.0372052705598378e-7,18,18,18,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,,0.007565021514892578,Solve_Succeeded
160,MGH17,5,33,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015690326690673828,Not_Enough_Degrees_Of_Freedom
161,BT3,5,3,0,first_order,4.0930232558139314,0.001,1,7.105427357601002e-15,1.0658141036401503e-14,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011470317840576172,Solve_Succeeded
